slug,title,level,requirements_detected,pdf,md,raw_txt,error
tejer,tejer,2,6,/Users/abner/Downloads/S3/honors_pdf/tejer.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tejer.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tejer.txt,
tejer-avanzado,tejer avanzado,3,4,/Users/abner/Downloads/S3/honors_pdf/tejer_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tejer-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tejer-avanzado.txt,
tejido-anudado,tejido anudado,1,10,/Users/abner/Downloads/S3/honors_pdf/tejido_anudado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tejido-anudado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tejido-anudado.txt,
tejido-anudado-avanzado,tejido anudado avanzado,2,5,/Users/abner/Downloads/S3/honors_pdf/tejido_anudado_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tejido-anudado-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tejido-anudado-avanzado.txt,
tejido-en-malla-plastica,tejido en malla plastica,1,9,/Users/abner/Downloads/S3/honors_pdf/tejido_en_malla_plastica.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tejido-en-malla-plastica.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tejido-en-malla-plastica.txt,
tejido-en-malla-plastica-avanzado,tejido en malla plastica avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/tejido_en_malla_plastica_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tejido-en-malla-plastica-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tejido-en-malla-plastica-avanzado.txt,
telecartofilia,telecartofilia,1,8,/Users/abner/Downloads/S3/honors_pdf/telecartofilia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/telecartofilia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/telecartofilia.txt,
telecartofilia-avanzado,telecartofilia avanzado,1,6,/Users/abner/Downloads/S3/honors_pdf/telecartofilia_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/telecartofilia-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/telecartofilia-avanzado.txt,
temperancia,temperancia,2,7,/Users/abner/Downloads/S3/honors_pdf/temperancia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/temperancia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/temperancia.txt,
tenis,tenis,2,13,/Users/abner/Downloads/S3/honors_pdf/tenis.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tenis.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tenis.txt,
tenis-de-mesa,tenis de mesa,1,9,/Users/abner/Downloads/S3/honors_pdf/tenis_de_mesa.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tenis-de-mesa.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tenis-de-mesa.txt,
testificacion-de-menores,testificacion de menores,2,6,/Users/abner/Downloads/S3/honors_pdf/testificacion_de_menores.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/testificacion-de-menores.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/testificacion-de-menores.txt,
tiburones,tiburones,1,12,/Users/abner/Downloads/S3/honors_pdf/tiburones.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tiburones.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tiburones.txt,
tiendas-de-campaa,tiendas de campa§a,1,9,/Users/abner/Downloads/S3/honors_pdf/tiendas_de_campa§a.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tiendas-de-campaa.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tiendas-de-campaa.txt,
tipografia-xilografica,tipografia xilografica,2,6,/Users/abner/Downloads/S3/honors_pdf/tipografia_xilografica.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tipografia-xilografica.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tipografia-xilografica.txt,
tiro-con-arco,tiro con arco,1,9,/Users/abner/Downloads/S3/honors_pdf/tiro_con_arco.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tiro-con-arco.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tiro-con-arco.txt,
tiro-con-arco-avanzado,tiro con arco avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/tiro_con_arco_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tiro-con-arco-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tiro-con-arco-avanzado.txt,
titeres,titeres,2,5,/Users/abner/Downloads/S3/honors_pdf/titeres.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/titeres.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/titeres.txt,
titeres-avanzado,titeres avanzado,3,5,/Users/abner/Downloads/S3/honors_pdf/titeres_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/titeres-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/titeres-avanzado.txt,
torno-mecanico,torno mecanico,3,13,/Users/abner/Downloads/S3/honors_pdf/torno_mecanico.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/torno-mecanico.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/torno-mecanico.txt,
trabajos-de-aguja,trabajos de aguja,2,4,/Users/abner/Downloads/S3/honors_pdf/trabajos_de_aguja.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trabajos-de-aguja.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trabajos-de-aguja.txt,
trabajos-de-fieltro,trabajos de fieltro,1,8,/Users/abner/Downloads/S3/honors_pdf/trabajos_de_fieltro.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trabajos-de-fieltro.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trabajos-de-fieltro.txt,
trabajos-de-jabon,trabajos de jabon,1,9,/Users/abner/Downloads/S3/honors_pdf/trabajos_de_jabon.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trabajos-de-jabon.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trabajos-de-jabon.txt,
trabajos-de-jabon-avanzado,trabajos de jabon avanzado,2,10,/Users/abner/Downloads/S3/honors_pdf/trabajos_de_jabon_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trabajos-de-jabon-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trabajos-de-jabon-avanzado.txt,
trabajos-en-cuero,trabajos en cuero,1,6,/Users/abner/Downloads/S3/honors_pdf/trabajos_en_cuero.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trabajos-en-cuero.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trabajos-en-cuero.txt,
trabajos-en-cuero-avanzado,trabajos en cuero avanzado,3,6,/Users/abner/Downloads/S3/honors_pdf/trabajos_en_cuero_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trabajos-en-cuero-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trabajos-en-cuero-avanzado.txt,
trabajos-en-madera-man,trabajos en madera  man ,2,8,/Users/abner/Downloads/S3/honors_pdf/trabajos_en_madera__man_.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trabajos-en-madera-man.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trabajos-en-madera-man.txt,
trabajos-en-madera-voc,trabajos en madera  voc ,2,10,/Users/abner/Downloads/S3/honors_pdf/trabajos_en_madera__voc_.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trabajos-en-madera-voc.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trabajos-en-madera-voc.txt,
trabajos-en-metal,trabajos en metal,2,5,/Users/abner/Downloads/S3/honors_pdf/trabajos_en_metal.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trabajos-en-metal.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trabajos-en-metal.txt,
trabajos-en-telar,trabajos en telar,1,5,/Users/abner/Downloads/S3/honors_pdf/trabajos_en_telar.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trabajos-en-telar.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trabajos-en-telar.txt,
trabajos-en-vidrio,trabajos en vidrio,1,5,/Users/abner/Downloads/S3/honors_pdf/trabajos_en_vidrio.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trabajos-en-vidrio.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trabajos-en-vidrio.txt,
tradicion-aborigen,tradicion aborigen,1,11,/Users/abner/Downloads/S3/honors_pdf/tradicion_aborigen.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tradicion-aborigen.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tradicion-aborigen.txt,
tradicion-africana,tradicion africana,1,10,/Users/abner/Downloads/S3/honors_pdf/tradicion_africana.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tradicion-africana.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tradicion-africana.txt,
tradicion-maori,tradicion maori,1,9,/Users/abner/Downloads/S3/honors_pdf/tradicion_maori.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tradicion-maori.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tradicion-maori.txt,
tren-modelismo,tren modelismo,2,9,/Users/abner/Downloads/S3/honors_pdf/tren_modelismo.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/tren-modelismo.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/tren-modelismo.txt,
trenzado,trenzado,1,5,/Users/abner/Downloads/S3/honors_pdf/trenzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trenzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trenzado.txt,
trenzado-avanzado,trenzado avanzado,2,5,/Users/abner/Downloads/S3/honors_pdf/trenzado_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trenzado-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trenzado-avanzado.txt,
trepar-arboles,trepar arboles,2,7,/Users/abner/Downloads/S3/honors_pdf/trepar_arboles.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trepar-arboles.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trepar-arboles.txt,
triatlon,triatlon,2,5,/Users/abner/Downloads/S3/honors_pdf/triatlon.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/triatlon.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/triatlon.txt,
triatlon-avanzado,triatlon avanzado,3,4,/Users/abner/Downloads/S3/honors_pdf/triatlon_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/triatlon-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/triatlon-avanzado.txt,
trompos,trompos,1,12,/Users/abner/Downloads/S3/honors_pdf/trompos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/trompos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/trompos.txt,
ultimate-disc,ultimate disc,1,10,/Users/abner/Downloads/S3/honors_pdf/ultimate_disc.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ultimate-disc.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ultimate-disc.txt,
ultimate-disc-avanzado,ultimate disc avanzado,2,10,/Users/abner/Downloads/S3/honors_pdf/ultimate_disc_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ultimate-disc-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ultimate-disc-avanzado.txt,
vestidos-de-tapa,vestidos de tapa,1,5,/Users/abner/Downloads/S3/honors_pdf/vestidos_de_tapa.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/vestidos-de-tapa.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/vestidos-de-tapa.txt,
viajes,viajes,1,9,/Users/abner/Downloads/S3/honors_pdf/viajes.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/viajes.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/viajes.txt,
viajes-avanzado,viajes avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/viajes_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/viajes-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/viajes-avanzado.txt,
viajes-misioneros-al-extranjero,viajes misioneros al extranjero,2,12,/Users/abner/Downloads/S3/honors_pdf/viajes_misioneros_al_extranjero.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/viajes-misioneros-al-extranjero.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/viajes-misioneros-al-extranjero.txt,
vida-familiar,vida familiar,1,11,/Users/abner/Downloads/S3/honors_pdf/vida_familiar.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/vida-familiar.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/vida-familiar.txt,
vida-microscopica,vida microscopica,2,9,/Users/abner/Downloads/S3/honors_pdf/vida_microscopica.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/vida-microscopica.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/vida-microscopica.txt,
vida-misionera,vida misionera,1,11,/Users/abner/Downloads/S3/honors_pdf/vida_misionera.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/vida-misionera.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/vida-misionera.txt,
vida-primitiva,vida primitiva,2,17,/Users/abner/Downloads/S3/honors_pdf/vida_primitiva.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/vida-primitiva.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/vida-primitiva.txt,
video,video,2,10,/Users/abner/Downloads/S3/honors_pdf/video.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/video.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/video.txt,
virus,virus,2,6,/Users/abner/Downloads/S3/honors_pdf/virus.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/virus.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/virus.txt,
visitacion-cristiana,visitacion cristiana,2,15,/Users/abner/Downloads/S3/honors_pdf/visitacion_cristiana.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/visitacion-cristiana.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/visitacion-cristiana.txt,
voleibol,voleibol,2,12,/Users/abner/Downloads/S3/honors_pdf/voleibol.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/voleibol.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/voleibol.txt,
